#DtalgebraSet
900.12345,数値,decimal,#,#
false,フラグ,boolean,#,#
,備考,string,#,#

市川,名前,string,#,#
女性,性別,string,#,#
60,年齢,decimal,#,#
大阪府,都道府県,string,#,#
和風大皿盛り合わせ,注目食品,string,#,#
900.12345,数値,decimal,#,#
false,フラグ,boolean,#,#
,備考,string,#,#

大谷,名前,string,#,#
女性,性別,string,#,#
47,年齢,decimal,#,#
北海道,都道府県,string,#,#
オレンジジュース,注目食品,string,#,#
0.12345,数値,decimal,#,#
false,フラグ,boolean,#,#
,備考,string,#,#

川島,名前,string,#,#
女性,性別,string,#,#
16,年齢,decimal,#,#
青森県,都道府県,string,#,#
ピュアフローラ・青りんご味,注目食品,string,#,#
0.12345,数値,decimal,#,#
false,フラグ,boolean,#,#
特保,備考,string,#,#

福島,名前,string,#,#
男性,性別,string,#,#
27,年齢,decimal,#,#
徳島県,都道府県,string,#,#
キシリトール・ガム <ニューアップルミント>,注目食品,string,#,#
0.12345,数値,decimal,#,#
false,フラグ,boolean,#,#
特保,備考,string,#,#

関根,名前,string,#,#
女性,性別,string,#,#
67,年齢,decimal,#,#
島根県,都道府県,string,#,#
オムライス,注目食品,string,#,#
123.4568,数値,decimal,#,#
true,フラグ,boolean,#,#
,備考,string,#,#

谷口,名前,string,#,#
男性,性別,string,#,#
67,年齢,decimal,#,#
徳島県,都道府県,string,#,#
日清おいしさプラスサイリウムドリンクグレープフルーツ,注目食品,string,#,#
123.4568,数値,decimal,#,#
true,フラグ,boolean,#,#
特保,備考,string,#,#

中野,名前,string,#,#
男性,性別,string,#,#
56,年齢,decimal,#,#
和歌山県,都道府県,string,#,#
ポテトサラダ,注目食品,string,#,#
123.4568,数値,decimal,#,#
true,フラグ,boolean,#,#
,備考,string,#,#

中島,名前,string,#,#
女性,性別,string,#,#
48,年齢,decimal,#,#
愛媛県,都道府県,string,#,#
マンゴーミルクプリン,注目食品,string,#,#
123.4568,数値,decimal,#,#
true,フラグ,boolean,#,#
,備考,string,#,#

菅野,名前,string,#,#
女性,性別,string,#,#
20,年齢,decimal,#,#
京都府,都道府県,string,#,#
日清おいしさプラスサイリウムラーメンタンメン,注目食品,string,#,#
123.4568,数値,decimal,#,#
true,フラグ,boolean,#,#
特保,備考,string,#,#

高田,名前,string,#,#
女性,性別,string,#,#
24,年齢,decimal,#,#
埼玉県,都道府県,string,#,#
エージーエフビタホットハニーレモンＣ,注目食品,string,#,#
123.4568,数値,decimal,#,#
true,フラグ,boolean,#,#
特保,備考,string,#,#

内藤,名前,string,#,#
男性,性別,string,#,#
38,年齢,decimal,#,#
茨城県,都道府県,string,#,#
ソフールＬＴ,注目食品,string,#,#
123.4568,数値,decimal,#,#
true,フラグ,boolean,#,#
特保,備考,string,#,#

上田,名前,string,#,#
女性,性別,string,#,#
55,年齢,decimal,#,#
秋田県,都道府県,string,#,#
ポテトサラダ,注目食品,string,#,#
3.4568,数値,decimal,#,#
true,フラグ,boolean,#,#
,備考,string,#,#

石田,名前,string,#,#
女性,性別,string,#,#
22,年齢,decimal,#,#
京都府,都道府県,string,#,#
チキンステーキ＆クリームコロッケ弁当,注目食品,string,#,#
-123.4568,数値,decimal,#,#
false,フラグ,boolean,#,#
,備考,string,#,#

高野,名前,string,#,#
女性,性別,string,#,#
42,年齢,decimal,#,#
栃木県,都道府県,string,#,#
鶏の唐揚げ,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

小西,名前,string,#,#
男性,性別,string,#,#
48,年齢,decimal,#,#
鹿児島県,都道府県,string,#,#
ミルクプリン,注目食品,string,#,#
23.4568,数値,decimal,#,#
true,フラグ,boolean,#,#
,備考,string,#,#

片岡,名前,string,#,#
女性,性別,string,#,#
36,年齢,decimal,#,#
長野県,都道府県,string,#,#
チキンのサラダ,注目食品,string,#,#
23.4568,数値,decimal,#,#
false,フラグ,boolean,#,#
,備考,string,#,#

平井,名前,string,#,#
男性,性別,string,#,#
60,年齢,decimal,#,#
東京都,都道府県,string,#,#
ゴーサインスティック,注目食品,string,#,#
85.4568,数値,decimal,#,#
true,フラグ,boolean,#,#
特保,備考,string,#,#

渡辺,名前,string,#,#
男性,性別,string,#,#
66,年齢,decimal,#,#
宮崎県,都道府県,string,#,#
ミキ　グルコエイドＫ,注目食品,string,#,#
235.4568,数値,decimal,#,#
true,フラグ,boolean,#,#
特保,備考,string,#,#

小田,名前,string,#,#
男性,性別,string,#,#
43,年齢,decimal,#,#
沖縄県,都道府県,string,#,#
２種のケーキ盛合せ,注目食品,string,#,#
34733.4568,数値,decimal,#,#
true,フラグ,boolean,#,#
,備考,string,#,#

酒井,名前,string,#,#
男性,性別,string,#,#
54,年齢,decimal,#,#
神奈川県,都道府県,string,#,#
和風チキン＆白身魚フライ弁当,注目食品,string,#,#
123.4568,数値,decimal,#,#
false,フラグ,boolean,#,#
,備考,string,#,#

阿部,名前,string,#,#
女性,性別,string,#,#
15,年齢,decimal,#,#
茨城県,都道府県,string,#,#
ひれかつ弁当,注目食品,string,#,#
321.4568,数値,decimal,#,#
true,フラグ,boolean,#,#
,備考,string,#,#

宮下,名前,string,#,#
女性,性別,string,#,#
42,年齢,decimal,#,#
岡山県,都道府県,string,#,#
コカコーラ,注目食品,string,#,#
321.4568,数値,decimal,#,#
true,フラグ,boolean,#,#
,備考,string,#,#

吉村,名前,string,#,#
女性,性別,string,#,#
35,年齢,decimal,#,#
愛媛県,都道府県,string,#,#
グリル盛合わせ,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

小野,名前,string,#,#
女性,性別,string,#,#
50,年齢,decimal,#,#
愛媛県,都道府県,string,#,#
和風大皿盛り合わせ,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

松井,名前,string,#,#
男性,性別,string,#,#
22,年齢,decimal,#,#
茨城県,都道府県,string,#,#
ハンバーガー,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

小林,名前,string,#,#
女性,性別,string,#,#
62,年齢,decimal,#,#
長野県,都道府県,string,#,#
ヨーグリーナ,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

林,名前,string,#,#
男性,性別,string,#,#
14,年齢,decimal,#,#
山形県,都道府県,string,#,#
ハンバーグ＆中華弁当,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

石橋,名前,string,#,#
男性,性別,string,#,#
21,年齢,decimal,#,#
熊本県,都道府県,string,#,#
天の葉,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

横山,名前,string,#,#
女性,性別,string,#,#
22,年齢,decimal,#,#
東京都,都道府県,string,#,#
コレステミン　アセロラ味,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

松村,名前,string,#,#
女性,性別,string,#,#
24,年齢,decimal,#,#
徳島県,都道府県,string,#,#
浅漬け,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

五十嵐,名前,string,#,#
女性,性別,string,#,#
13,年齢,decimal,#,#
長野県,都道府県,string,#,#
日清おいしさプラスサイリウムドリンクオレンジ,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

服部,名前,string,#,#
女性,性別,string,#,#
30,年齢,decimal,#,#
愛知県,都道府県,string,#,#
大豆芽茶,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

岡,名前,string,#,#
男性,性別,string,#,#
10,年齢,decimal,#,#
和歌山県,都道府県,string,#,#
ほね元気,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

大森,名前,string,#,#
女性,性別,string,#,#
23,年齢,decimal,#,#
新潟県,都道府県,string,#,#
メロンソーダ,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

根本,名前,string,#,#
女性,性別,string,#,#
63,年齢,decimal,#,#
千葉県,都道府県,string,#,#
パインファイバー,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

東,名前,string,#,#
男性,性別,string,#,#
17,年齢,decimal,#,#
岐阜県,都道府県,string,#,#
健康サララ,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

児玉,名前,string,#,#
女性,性別,string,#,#
32,年齢,decimal,#,#
山梨県,都道府県,string,#,#
ご飯（大盛）,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

大野,名前,string,#,#
男性,性別,string,#,#
16,年齢,decimal,#,#
沖縄県,都道府県,string,#,#
ひれかつ,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

寺田,名前,string,#,#
男性,性別,string,#,#
39,年齢,decimal,#,#
福井県,都道府県,string,#,#
ショートケーキ,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

今村,名前,string,#,#
女性,性別,string,#,#
26,年齢,decimal,#,#
大阪府,都道府県,string,#,#
若鶏のグリルガーリックソース＆海老フライ,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

早川,名前,string,#,#
男性,性別,string,#,#
63,年齢,decimal,#,#
大分県,都道府県,string,#,#
ジョアオレンジ,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

福井,名前,string,#,#
男性,性別,string,#,#
30,年齢,decimal,#,#
静岡県,都道府県,string,#,#
リカルデント　マイルドミント,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

原田,名前,string,#,#
女性,性別,string,#,#
19,年齢,decimal,#,#
岡山県,都道府県,string,#,#
ビーフカットステーキ丼,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

鈴木,名前,string,#,#
女性,性別,string,#,#
29,年齢,decimal,#,#
高知県,都道府県,string,#,#
ポップコーンシュリンプ,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

宮本,名前,string,#,#
男性,性別,string,#,#
56,年齢,decimal,#,#
佐賀県,都道府県,string,#,#
マンゴーミルクプリン,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

河野,名前,string,#,#
女性,性別,string,#,#
20,年齢,decimal,#,#
栃木県,都道府県,string,#,#
健やか豆腐,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

木下,名前,string,#,#
女性,性別,string,#,#
35,年齢,decimal,#,#
秋田県,都道府県,string,#,#
野菜カレー,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

豊田,名前,string,#,#
男性,性別,string,#,#
22,年齢,decimal,#,#
奈良県,都道府県,string,#,#
ミルクプリン,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

牧野,名前,string,#,#
女性,性別,string,#,#
64,年齢,decimal,#,#
福岡県,都道府県,string,#,#
ソフールＬＴ,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

中田,名前,string,#,#
女性,性別,string,#,#
37,年齢,decimal,#,#
長崎県,都道府県,string,#,#
緑の力茶,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

藤井,名前,string,#,#
女性,性別,string,#,#
67,年齢,decimal,#,#
長野県,都道府県,string,#,#
エコナクッキングオイル,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

三浦,名前,string,#,#
女性,性別,string,#,#
65,年齢,decimal,#,#
茨城県,都道府県,string,#,#
きのこソースのオムライス,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

奥村,名前,string,#,#
男性,性別,string,#,#
24,年齢,decimal,#,#
福井県,都道府県,string,#,#
豆乳で作ったのむヨーグルト,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

多田,名前,string,#,#
男性,性別,string,#,#
40,年齢,decimal,#,#
長野県,都道府県,string,#,#
エコナヘルシー＆ヘルシークッキングオイル,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

安藤,名前,string,#,#
女性,性別,string,#,#
35,年齢,decimal,#,#
岩手県,都道府県,string,#,#
日清おいしさプラスサイリウムドリンクピーチ,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

前田,名前,string,#,#
男性,性別,string,#,#
42,年齢,decimal,#,#
長野県,都道府県,string,#,#
チキンバスケット,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

佐野,名前,string,#,#
男性,性別,string,#,#
52,年齢,decimal,#,#
大分県,都道府県,string,#,#
有機栽培大豆　ほね元気,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

長谷川,名前,string,#,#
女性,性別,string,#,#
18,年齢,decimal,#,#
大分県,都道府県,string,#,#
チキンと豆腐のハンバーグ弁当,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

白石,名前,string,#,#
女性,性別,string,#,#
65,年齢,decimal,#,#
岡山県,都道府県,string,#,#
ハンバーグ＆若鶏の竜田揚げ,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

秋山,名前,string,#,#
女性,性別,string,#,#
40,年齢,decimal,#,#
沖縄県,都道府県,string,#,#
エコナヘルシー＆ヘルシークッキングオイルビタミンＥ入り,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

千葉,名前,string,#,#
男性,性別,string,#,#
66,年齢,decimal,#,#
岐阜県,都道府県,string,#,#
ゼリージュースイサゴール,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

久保,名前,string,#,#
女性,性別,string,#,#
18,年齢,decimal,#,#
滋賀県,都道府県,string,#,#
幕の内弁当,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

沢田,名前,string,#,#
男性,性別,string,#,#
66,年齢,decimal,#,#
鹿児島県,都道府県,string,#,#
ヤクルト２００,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

本間,名前,string,#,#
女性,性別,string,#,#
31,年齢,decimal,#,#
宮城県,都道府県,string,#,#
チーズケーキ,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

足立,名前,string,#,#
女性,性別,string,#,#
34,年齢,decimal,#,#
新潟県,都道府県,string,#,#
黒豆茶ゴールド,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

新井,名前,string,#,#
男性,性別,string,#,#
63,年齢,decimal,#,#
神奈川県,都道府県,string,#,#
キシリトール・ガム <ニューライムミント>,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

武藤,名前,string,#,#
男性,性別,string,#,#
10,年齢,decimal,#,#
福岡県,都道府県,string,#,#
ケロッグ　ブランフレーク・プレーン,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

小松,名前,string,#,#
女性,性別,string,#,#
11,年齢,decimal,#,#
香川県,都道府県,string,#,#
和風サラダうどん,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

高木,名前,string,#,#
女性,性別,string,#,#
59,年齢,decimal,#,#
鹿児島県,都道府県,string,#,#
さっぱりおろしハンバーグ,注目食品,string,#,#
,備考,string,#,#

吉田,名前,string,#,#
女性,性別,string,#,#
41,年齢,decimal,#,#
東京都,都道府県,string,#,#
天の葉,注目食品,string,#,#
特保,備考,string,#,#

川崎,名前,string,#,#
男性,性別,string,#,#
22,年齢,decimal,#,#
山形県,都道府県,string,#,#
水々しあ,注目食品,string,#,#
特保,備考,string,#,#

飯田,名前,string,#,#
女性,性別,string,#,#
24,年齢,decimal,#,#
静岡県,都道府県,string,#,#
キシリトール・ガム＜クールハーブ＞,注目食品,string,#,#
特保,備考,string,#,#

渡部,名前,string,#,#
女性,性別,string,#,#
61,年齢,decimal,#,#
新潟県,都道府県,string,#,#
ハンバーグ＆唐揚げ,注目食品,string,#,#
,備考,string,#,#

八木,名前,string,#,#
男性,性別,string,#,#
33,年齢,decimal,#,#
滋賀県,都道府県,string,#,#
キシリトール・ガム＜ライムミント＞,注目食品,string,#,#
特保,備考,string,#,#

川口,名前,string,#,#
女性,性別,string,#,#
12,年齢,decimal,#,#
秋田県,都道府県,string,#,#
チキンのサラダ,注目食品,string,#,#
,備考,string,#,#

小山,名前,string,#,#
男性,性別,string,#,#
36,年齢,decimal,#,#
香川県,都道府県,string,#,#
ビヒダスプレ－ンヨ－グルト,注目食品,string,#,#
特保,備考,string,#,#

野口,名前,string,#,#
男性,性別,string,#,#
66,年齢,decimal,#,#
高知県,都道府県,string,#,#
キシリトール　ネオ <ライムミント>,注目食品,string,#,#
特保,備考,string,#,#

荒木,名前,string,#,#
男性,性別,string,#,#
47,年齢,decimal,#,#
大分県,都道府県,string,#,#
チキンステーキガーリックソース弁当,注目食品,string,#,#
,備考,string,#,#

今井,名前,string,#,#
女性,性別,string,#,#
26,年齢,decimal,#,#
三重県,都道府県,string,#,#
黒烏龍茶,注目食品,string,#,#
特保,備考,string,#,#

河合,名前,string,#,#
男性,性別,string,#,#
36,年齢,decimal,#,#
愛媛県,都道府県,string,#,#
ハンバーグ＆若鶏の唐揚げ弁当,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

本田,名前,string,#,#
女性,性別,string,#,#
29,年齢,decimal,#,#
埼玉県,都道府県,string,#,#
ペプチドエース3000,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

山内,名前,string,#,#
女性,性別,string,#,#
19,年齢,decimal,#,#
愛媛県,都道府県,string,#,#
若鶏のグリル醤油ソース,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

小野寺,名前,string,#,#
男性,性別,string,#,#
69,年齢,decimal,#,#
茨城県,都道府県,string,#,#
エコナクッキングオイル炒め専用ビタミンＥ入り,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

杉山,名前,string,#,#
女性,性別,string,#,#
60,年齢,decimal,#,#
香川県,都道府県,string,#,#
ひれかつ弁当,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

小島,名前,string,#,#
男性,性別,string,#,#
42,年齢,decimal,#,#
愛知県,都道府県,string,#,#
ピュアラブルーベリー,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

安田,名前,string,#,#
女性,性別,string,#,#
36,年齢,decimal,#,#
三重県,都道府県,string,#,#
オリゴのおかげ,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

高山,名前,string,#,#
女性,性別,string,#,#
33,年齢,decimal,#,#
静岡県,都道府県,string,#,#
日清おいしさプラスサイリウムコーンフレークセミスイート,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

浜田,名前,string,#,#
男性,性別,string,#,#
38,年齢,decimal,#,#
山形県,都道府県,string,#,#
ポテトサラダ,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

斉藤,名前,string,#,#
女性,性別,string,#,#
47,年齢,decimal,#,#
山梨県,都道府県,string,#,#
オムライス,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

松永,名前,string,#,#
女性,性別,string,#,#
18,年齢,decimal,#,#
和歌山県,都道府県,string,#,#
五穀米ご飯,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

大橋,名前,string,#,#
女性,性別,string,#,#
22,年齢,decimal,#,#
福岡県,都道府県,string,#,#
チキンのサラダ,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

岩田,名前,string,#,#
女性,性別,string,#,#
50,年齢,decimal,#,#
熊本県,都道府県,string,#,#
キシリトール・ガム＜ミントイエロー＞,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

小池,名前,string,#,#
男性,性別,string,#,#
11,年齢,decimal,#,#
青森県,都道府県,string,#,#
ハンバーグ＆海老フライ弁当,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

古賀,名前,string,#,#
男性,性別,string,#,#
42,年齢,decimal,#,#
大阪府,都道府県,string,#,#
松谷のおみそ汁白みそ,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

吉野,名前,string,#,#
女性,性別,string,#,#
57,年齢,decimal,#,#
熊本県,都道府県,string,#,#
浅漬け,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

大塚,名前,string,#,#
女性,性別,string,#,#
52,年齢,decimal,#,#
鳥取県,都道府県,string,#,#
ハイ！調製豆乳,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

片山,名前,string,#,#
女性,性別,string,#,#
48,年齢,decimal,#,#
島根県,都道府県,string,#,#
リカルデント　さわやかミント,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

平田,名前,string,#,#
男性,性別,string,#,#
32,年齢,decimal,#,#
熊本県,都道府県,string,#,#
引き締った味　カテキン緑茶,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

望月,名前,string,#,#
男性,性別,string,#,#
37,年齢,decimal,#,#
東京都,都道府県,string,#,#
ハンバーグ＆若鶏の竜田揚げ,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

山崎,名前,string,#,#
女性,性別,string,#,#
10,年齢,decimal,#,#
大分県,都道府県,string,#,#
和風チキン＆白身魚フライ弁当,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

岩崎,名前,string,#,#
女性,性別,string,#,#
69,年齢,decimal,#,#
宮城県,都道府県,string,#,#
わかめペプチドゼリー[マンゴー風味],注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

松下,名前,string,#,#
男性,性別,string,#,#
33,年齢,decimal,#,#
富山県,都道府県,string,#,#
アイスコーヒー,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

角田,名前,string,#,#
男性,性別,string,#,#
21,年齢,decimal,#,#
茨城県,都道府県,string,#,#
キシリトール・ガム <ニューロゼミント>,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

堀,名前,string,#,#
男性,性別,string,#,#
12,年齢,decimal,#,#
山口県,都道府県,string,#,#
タカナシヨーグルトおなかへＧＧ！,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

黒田,名前,string,#,#
女性,性別,string,#,#
58,年齢,decimal,#,#
宮城県,都道府県,string,#,#
チキンステーキ＆シーフードフライ弁当,注目食品,string,#,#
,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

村田,名前,string,#,#
女性,性別,string,#,#
43,年齢,decimal,#,#
青森県,都道府県,string,#,#
